car,move
J,-1
A,-1
B,-1
C,-1
G,-1
L,-1
B,1
G,-1
L,-1
I,2
H,1
J,-1
J,-1
E,1
D,-1
E,2
H,-1
I,-3
H,1
E,-2
J,3
E,2
E,-1
L,1
X,3
G,1
E,1
L,1
G,1
H,-1
B,-1
I,1
D,1
C,1
D,-1
B,1
I,-1
B,-1
I,-1
X,1
