car,move
I,-1
W,-1
Y,-1
U,1
Y,1
T,-1
I,1
W,1
J,1
V,-1
D,1
I,-1
D,-1
G,1
K,1
T,1
H,1
Q,1
U,1
I,1
C,-1
H,2
M,-1
Q,-1
U,-2
J,-1
N,-2
W,-1
V,1
J,1
U,1
M,2
O,-1
N,1
K,1
Y,-1
L,-1
M,-2
C,1
X,1
V,-2
S,1
X,-1
K,3
M,1
C,-1
S,-1
V,1
P,-1
V,1
N,-1
M,-1
X,1
Q,1
P,1
W,-1
V,-1
P,-1
V,-1
J,-1
P,1
Q,-1
Y,1
O,-1
V,3
V,-1
X,6
