car,move
N,1
W,-1
U,1
U,-2
U,-1
F,1
M,-1
O,1
U,2
X,1
U,1
F,-1
O,-2
T,-1
N,-3
T,2
J,1
E,1
I,2
F,-2
T,1
A,-1
U,-1
F,-1
R,-1
Q,1
W,1
S,-1
W,-1
I,-3
L,1
C,-1
I,3
V,-1
X,6
