car,move
A,-2
B,-2
C,-1
D,-1
G,-2
H,-1
X,1
F,2
K,-1
L,-3
K,1
F,-1
H,1
E,1
H,-1
F,1
E,1
J,-1
E,-1
F,-1
X,-2
J,-1
H,1
X,1
G,1
J,2
B,1
A,1
B,1
A,-1
E,-1
A,1
A,1
E,1
J,-1
A,-2
B,-2
H,-1
J,1
B,1
E,-1
A,1
E,1
F,1
A,-1
B,-1
E,1
G,-1
J,-1
E,-1
G,1
B,1
F,-1
L,-1
X,-2
X,1
F,1
K,-2
I,-3
X,-1
K,2
F,-1
X,2
H,3
L,1
A,1
J,1
A,-1
E,-1
B,-1
G,-1
H,-2
H,2
X,2
