car,move
A,-1
C,-1
J,-1
A,1
I,2
G,-1
I,-1
L,-1
I,-1
L,1
F,1
I,1
F,-1
H,-1
A,-1
G,-1
H,1
L,-1
L,-1
I,-1
J,1
J,-2
I,1
I,1
J,-1
H,1
E,2
E,1
D,-1
H,-1
D,1
I,-2
I,1
D,-1
I,-1
D,1
I,2
D,-1
I,-3
H,1
E,-2
E,1
E,1
E,-2
J,3
L,1
E,1
X,3
L,1
E,1
G,2
C,1
E,-1
B,-1
I,-1
E,1
I,1
E,-1
I,-1
X,1
