car,move
A,-1
C,-1
J,-1
I,1
G,-1
I,1
H,1
G,-1
L,-1
L,-1
E,1
J,-2
D,-1
E,2
H,-1
I,-3
H,1
E,-1
E,-1
J,2
L,1
X,1
J,1
E,1
E,1
X,2
H,-1
G,1
B,-1
H,1
I,-1
X,1
