car,move
A,-2
C,-1
A,1
B,-1
A,-1
D,-1
H,-1
G,-1
H,1
A,1
H,-1
F,2
X,-1
E,2
A,-1
X,-1
E,-1
K,-2
J,-1
L,-4
I,-3
K,2
F,-1
B,-1
G,-1
H,3
X,4
